DisNo.,Classification Key,Event Name,ISO,Country,Subregion,Region,Location,Latitude,Longitude,OFDA/BHA Response,Appeal,Declaration,Magnitude,Magnitude Scale,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
StringFilter,StringFilter,StringFilter,StringFilter,StringFilter,CSVFilter,CategoryFilter,MapsTooltip - Hidden - StringFilter,MapsLat - Hidden - NoFilter,MapsLong - Hidden - NoFilter,CategoryFilter,CategoryFilter,StringFilter,StringFilter,StringFilter,StringFilter,,CSVFilter,StringFilter,StringFilter,StringFilter,StringFilter,StringFilter,CSVFilter,CSVFilter,StringFilter,StringFilter,StringFilter,StringFilter,CategoryFilter,StringFilter,StringFilter,StringFilter,CategoryFilter,
2016-0499-IDN,tec-tra-air-air,Military plane,IDN,Indonesia,South-eastern Asia,Asia,Wamena region,-4.0921497,138.9461887,No,No,No,,,2016,12,18,2016,12,18,,,,,,,,,78.767923,,2016-12-20,2023-09-25,,
2016-0500-PER,tec-tra-roa-roa,,PER,Peru,Latin America and the Caribbean,Americas,Antabamba (Abancay region),-14.3647468,-72.878583,No,No,No,,,2016,12,20,2016,12,20,,13,,,,,,,78.767923,,2016-12-20,2023-09-25,,
2016-0501-MEX,tec-mis-exp-exp,Fireworks market,MEX,Mexico,Latin America and the Caribbean,Americas,Tultepec,19.6860054,-99.1260866,No,No,No,,,2016,12,20,2016,12,20,,72,,,,,,,78.767923,,2016-12-21,2023-09-25,,
2016-0502-NGA,tec-tra-roa-roa,,NGA,Nigeria,Sub-Saharan Africa,Africa,Malam Sidi (Gombe state),10.4528093,11.2637155,No,No,No,,,2016,12,21,2016,12,21,,17,,,,,,,78.767923,,2016-12-21,2023-09-25,,
2016-0503-PHL,nat-met-sto-tro,Typhoon 'Nina' (Nock-Ten),PHL,Philippines,South-eastern Asia,Asia,"Batangas, Cavite, Laguna, Quezon, Rizal (Calabarzon); Mariduque, Mindoro Occidental (Mimaropa); Albay, Camarines Norte, Camarines Sur, Catanduanes , Masbate, Sorsogon (Region V, Bicol region); Northern Samar (Region VIII, Eastern Visayas)",12.3613199,124.7740793,No,No,Yes,,,2016,12,25,2016,12,26,1893404,1893404,,,,,103661,131603,78.767923,"[{""adm2_code"":24240,""adm2_name"":""Albay""},{""adm2_code"":24241,""adm2_name"":""Camarines Norte""},{""adm2_code"":24242,""adm2_name"":""Camarines Sur""},{""adm2_code"":24243,""adm2_name"":""Catanduanes""},{""adm2_code"":24244,""adm2_name"":""Masbate""},{""adm2_code"":24245,""adm2_name"":""Sorsogon""},{""adm2_code"":24259,""adm2_name"":""Northern Samar""},{""adm2_code"":24227,""adm2_name"":""Batangas""},{""adm2_code"":24228,""adm2_name"":""Cavite""},{""adm2_code"":24229,""adm2_name"":""Laguna""},{""adm2_code"":24234,""adm2_name"":""Quezon""},{""adm2_code"":24235,""adm2_name"":""Rizal""},{""adm2_code"":24230,""adm2_name"":""Marinduque""},{""adm2_code"":24231,""adm2_name"":""Mindoro Occidental""}]",2017-01-02,2023-09-25,,
2016-0506-PAK,tec-mis-mis-mis,Adultered alcohol,PAK,Pakistan,Southern Asia,Asia,Toba Tek Singh city,30.9709356,72.4826474,No,No,No,,,2016,12,24,2016,12,24,,,,,,,,,78.767923,,2017-01-02,2023-09-25,,
2016-0509-MNG,nat-met-ext-sev,,MNG,Mongolia,Eastern Asia,Asia,"Arkhangai, Bayan-Ulgii, Bayankhongor, Bulgan, Dornod, Darkhan-Uul, Zavkhan, Orkhon, Uvurkhangai (Ovoxangai), Selenge, Uvs, Tuv (Tov), Khovd (Xovd), Khuvsgul (Xovsgol), Khentii (Xentii), Ulaanbaatar provinces",50.2204484,100.3213768,Yes,No,No,,,2016,12,23,2017,1,4,157000,157000,,,,,,,78.767923,"[{""adm1_code"":2075,""adm1_name"":""Arxangai""},{""adm1_code"":2076,""adm1_name"":""Bayan-O'lgii""},{""adm1_code"":2077,""adm1_name"":""Bayanxongor""},{""adm1_code"":2078,""adm1_name"":""Bulgan""},{""adm1_code"":2079,""adm1_name"":""Darxan-Uul""},{""adm1_code"":2081,""adm1_name"":""Dornod""},{""adm1_code"":2086,""adm1_name"":""Xentii""},{""adm1_code"":2087,""adm1_name"":""Xovd""},{""adm1_code"":2088,""adm1_name"":""Xo'vsgol""},{""adm1_code"":2090,""adm1_name"":""Orxon""},{""adm1_code"":2091,""adm1_name"":""O'vorxangai""},{""adm1_code"":2092,""adm1_name"":""Selenge""},{""adm1_code"":2094,""adm1_name"":""To'v""},{""adm1_code"":2095,""adm1_name"":""Ulaanbaatar""},{""adm1_code"":2096,""adm1_name"":""Uvs""},{""adm1_code"":2097,""adm1_name"":""Zavxan""}]",2017-01-04,2023-09-25,,
2016-0517-VNM,nat-hyd-flo-flo,,VNM,Viet Nam,South-eastern Asia,Asia,"Ha Tinh (Huong Khe, Huong Son, Vu Quang, Cam Xuyen, Duc Tho), Quang Binh (Bo Trach, Quang Trach (Ba Don), Tuyen Hoan, Le Thuy, Minh Hoa), Quang Tri (Vinh Linh, Hai Lang, Trieu Phong, Cam Lo); Quang Ngai, Gia Lai, Dak Lak, Binh Dinh, Phu Yen, Khanh Hoa, Ninh Thuan",17.5047078,106.2992912,No,No,No,,,2016,10,30,2016,11,5,205205,206340,,,,,22000,27930,78.767923,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3344,""adm1_name"":""Gia Lai""},{""adm1_code"":3355,""adm1_name"":""Khanh Hoa""},{""adm1_code"":3368,""adm1_name"":""Ninh Thuan""},{""adm1_code"":3370,""adm1_name"":""Phu Yen""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":73934,""adm1_name"":""Dak Lak""},{""adm2_code"":32346,""adm2_name"":""Cam Xuyen""},{""adm2_code"":74075,""adm2_name"":""Duc Tho""},{""adm2_code"":74078,""adm2_name"":""Huong Khe""},{""adm2_code"":74079,""adm2_name"":""Huong Son""},{""adm2_code"":74080,""adm2_name"":""Vu Quang""},{""adm2_code"":32511,""adm2_name"":""Bo Trach""},{""adm2_code"":32513,""adm2_name"":""Le Thuy""},{""adm2_code"":32514,""adm2_name"":""Minh Hoa""},{""adm2_code"":32516,""adm2_name"":""Quang Trach""},{""adm2_code"":32517,""adm2_name"":""Tuyen Hoa""},{""adm2_code"":74197,""adm2_name"":""Cam Lo""},{""adm2_code"":74200,""adm2_name"":""Hai Lang""},{""adm2_code"":74202,""adm2_name"":""Trieu Phong""},{""adm2_code"":74203,""adm2_name"":""Vinh Linh""}]",2017-01-05,2024-04-09,,
2016-0518-BRA,nat-bio-epi-vir,Yellow fever,BRA,Brazil,Latin America and the Caribbean,Americas,"Ribeirão Preto (Jaboticabal, Monte Alto, Ribeirão Preto); Barretos (Cajobi and Severínea); São José do Rio Preto (Pindorama, Potirendaba, Catanduva, Ibira, Adolfo, Catiguá, and São José do Rio Preto) - Sao Paulo; Minas Gerais,; Espirito Santo; Brasilia, Goias, Mato Grosso do Sul; Tocantins; Bahia, Rio Grande do Norte",-20.8127115,-49.376521,No,No,Yes,,,2016,12,18,2017,4,1,,777,,,,,,,78.767923,,2017-01-10,2023-09-25,,
2016-0518-COL,nat-bio-epi-vir,Yellow fever,COL,Colombia,Latin America and the Caribbean,Americas,"Antioquia, Amazonas, Guainía, Meta, Vaupés, Vichada, Cordoba, Santa Marta departments",4.4234452,-69.2877535,No,No,No,,,2016,,,2017,1,10,,12,,,,,,,78.767923,,2017-01-10,2023-09-25,,
2016-0518-PER,nat-bio-epi-vir,Yellow fever,PER,Peru,Latin America and the Caribbean,Americas,Junin,-11.1581925,-75.9926306,No,No,No,,,2016,,,2017,1,4,,54,,,,,,,78.767923,"[{""adm1_code"":2339,""adm1_name"":""Junín""}]",2017-01-10,2023-09-25,,
2016-0521-USA,nat-met-sto-bli,,USA,United States of America,Northern America,Americas,"Northern (Missouri, Maryland, Oklahoma, Indiana, Michigan, New Mexico, Ohio, Virginia)",34.9727305,-105.0323635,No,No,No,,,2016,12,13,2016,12,19,,,,,,,100000,126955,78.767923,"[{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3245,""adm1_name"":""New Mexico""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2017-01-17,2023-09-25,,
2016-0522-BOL,nat-hyd-flo-flo,,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,"Tiquipaya (Quillacollo-Cochabamba department), Tipuani (Larecaja-La Paz), Lagunillas (Cordillera-Santa Cruz)",-19.6474729,-63.6691522,No,No,No,,,2016,11,26,2016,12,5,5300,5300,,,,,,,78.767923,"[{""adm2_code"":40476,""adm2_name"":""Quillacollo""},{""adm2_code"":6181,""adm2_name"":""Larecaja""},{""adm2_code"":40525,""adm2_name"":""Cordillera""}]",2017-01-17,2023-09-25,,
2016-0522-COL,nat-hyd-flo-flo,,COL,Colombia,Latin America and the Caribbean,Americas,Cali city (Siloé district),3.4230962,-76.5560481,No,No,No,,,2016,11,26,2016,12,5,,72,,,,,,,78.767923,"[{""adm2_code"":14374,""adm2_name"":""Cali""}]",2017-01-17,2023-09-25,,
2016-0522-VEN,nat-hyd-flo-flo,,VEN,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Americas,"Miranda, Nueva Esparta, Monagas provinces",9.3241652,-63.0147578,No,No,No,,,2016,11,26,2016,12,5,,,,,,,,,78.767923,"[{""adm1_code"":3317,""adm1_name"":""Miranda""},{""adm1_code"":3318,""adm1_name"":""Monagas""},{""adm1_code"":3319,""adm1_name"":""Nueva Esparta""}]",2017-01-17,2023-09-25,,
2016-0523-ZWE,nat-met-sto-lig,,ZWE,Zimbabwe,Sub-Saharan Africa,Africa,"Mangwe, Bulilima, Guruve, Nkayi",-20.7,28.066667,No,No,No,,,2016,12,9,2016,12,14,2000,2000,,,,,,,78.767923,"[{""adm2_code"":68808,""adm2_name"":""Guruve""},{""adm2_code"":68806,""adm2_name"":""Bulilima""},{""adm2_code"":68810,""adm2_name"":""Mangwe""},{""adm2_code"":33092,""adm2_name"":""Nkayi""}]",2017-01-17,2023-09-25,,
2016-0525-IDN,nat-hyd-flo-flo,,IDN,Indonesia,South-eastern Asia,Asia,"Sumatra (3 districts in Merangin regency, Jambi province), Banten (Lebak-Citorek village), Jawa Tengah (Buluhrejo, Plosorejo, Sukomakmur villages), Jawa Timur (Bojonegro, Gresik, Dukun, Bungah and Tuban (Widang, Parengan, Soko, Rengel, Plumpang)), Borneo Isl. (4 districts in West Kalimantan province)",-2.1752789,101.9804613,No,No,No,,,2016,11,30,2016,12,7,105000,105000,,,,,10000,12696,78.767923,"[{""adm1_code"":1522,""adm1_name"":""Kalimantan Barat""},{""adm2_code"":73795,""adm2_name"":""Merangin""},{""adm2_code"":18038,""adm2_name"":""Grobogan""},{""adm2_code"":18040,""adm2_name"":""Karanganyar""},{""adm2_code"":18050,""adm2_name"":""Magelang""},{""adm2_code"":18067,""adm2_name"":""Bojonegoro""},{""adm2_code"":18069,""adm2_name"":""Gresik""},{""adm2_code"":18099,""adm2_name"":""Tuban""},{""adm2_code"":18020,""adm2_name"":""Lebak""}]",2017-01-18,2023-09-25,,
2016-0526-CHN,nat-geo-ear-gro,,CHN,China,Eastern Asia,Asia,Near Shihezi district (Xinjiang Uygur Zizhiqu province),44.3065299,86.07893,No,No,No,43.823,86.345,2016,12,8,2016,12,8,9000,9120,,,,,135000,171390,78.767923,"[{""adm2_code"":13284,""adm2_name"":""Changji Hui""}]",2017-01-20,2023-09-25,,
2016-0528-VUT,nat-bio-epi-vir,Dengue,VUT,Vanuatu,Melanesia,Oceania,"Efate, Urban Port vila; Sola (Torba); Luganville (Sanma); Emae (Shefa); Norsup (Malampa province); Lenakel (Tanna, Tafea province)",-19.5308531,169.2704854,No,No,No,,,2016,11,30,2017,3,19,,351,,,,,,,78.767923,,2017-02-08,2023-09-25,,
2016-0533-COL,nat-hyd-flo-riv,,COL,Colombia,Latin America and the Caribbean,Americas,Choco department,5.6914548,-76.6589794,No,No,No,,,2016,10,18,2016,10,22,,2200,,,,,,,78.767923,"[{""adm1_code"":946,""adm1_name"":""Choco""}]",2017-03-30,2023-09-25,,
2016-0536-CHN,nat-geo-ear-gro,,CHN,China,Eastern Asia,Asia,Shimen (Yunnan - Dali Bai),25.0452999,102.7097299,No,No,No,26.077,99.539,2016,5,18,2016,5,18,,5000,,,,,60000,76173,78.767923,"[{""adm2_code"":13312,""adm2_name"":""Dali Bai""}]",2017-03-30,2023-09-25,,
2016-0537-PHL,nat-geo-ear-gro,,PHL,Philippines,South-eastern Asia,Asia,Surigao city,9.7901957,125.4930979,No,No,No,,,2016,3,30,2016,3,30,,202,,,,,,,78.767923,"[{""adm2_code"":67169,""adm2_name"":""Surigao Del Norte""}]",2017-03-30,2023-09-25,,
2016-0538-JPN,nat-met-ext-hea,,JPN,Japan,Eastern Asia,Asia,"Yamanashi, Kawanehoncho,Shizuoka",35.0468998,138.0816267,No,No,No,,,2016,8,6,2016,8,8,,490,,,,,,,78.767923,"[{""adm1_code"":1687,""adm1_name"":""Sizuoka""},{""adm1_code"":1697,""adm1_name"":""Yamanasi""}]",2017-03-30,2023-09-25,,
2016-0544-IRN,nat-met-sto-lig,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Golestan, Amol (Mazandaran Province)",36.4706318,52.3466278,No,No,No,,,2016,9,1,2016,9,2,,2000,,,,,,,78.767923,"[{""adm1_code"":33111,""adm1_name"":""Golestan""},{""adm2_code"":40872,""adm2_name"":""Amol""}]",2017-04-03,2023-09-25,,
2016-0546-MOZ,nat-met-sto-lig,,MOZ,Mozambique,Sub-Saharan Africa,Africa,Maputo,-25.969248,32.5731746,No,No,No,,,2016,10,24,2016,10,24,,1700,,,,,1500,1904,78.767923,"[{""adm2_code"":41374,""adm2_name"":""Cidade de Maputo""}]",2017-04-03,2023-09-25,,
2016-0547-NGA,nat-bio-epi-vir,Meningitis,NGA,Nigeria,Sub-Saharan Africa,Africa,"Zamfara, Sokoto, Katsina, Kebbi, Niger, Kano, Yobe, Jigawa, Plateau, Kogi, Adamawa, Delta, FCT, Nassarawa, Gombe, Taraba, Cross River, Osun, Lagos, Oyo, Benue",12.9815608,7.6222665,No,No,No,,,2016,11,,2017,7,17,,14518,,,,,,,78.767923,,2017-04-25,2023-09-25,,
2016-0550-USA,nat-met-sto-lig,,USA,United States of America,Northern America,Americas,"Texas, Oklahoma, Kansas, Missouri, Nebraska, Illinois, Indiana, Kentucky, Ohio",37.8393332,-84.2700179,No,No,No,,,2016,4,24,2017,4,28,,19,,,800000,1015642,,,78.767923,"[{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2017-04-26,2023-09-25,,
2016-0552-USA,nat-hyd-flo-flo,,USA,United States of America,Northern America,Americas,"Texas, Louisiana (Shreveport, Haugton), Arkansas, Mississipi",32.5251516,-93.7501789,No,No,Yes,,,2016,3,8,2016,3,13,,,,,333000,422761,2300000,2919970,78.767923,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2017-04-26,2023-09-25,,
2016-0553-PAK,nat-hyd-flo-riv,,PAK,Pakistan,Southern Asia,Asia,"Azad Jammu and Kashmir, Punjab, Federally Administered Tribal Areas (Orakzai), Khyber Pakhtunkhwa, Balochistan, Gilgit-Baltistan",33.6671373,70.95468,No,No,No,,,2016,3,9,2016,3,29,,4412,,,,,2000,2539,78.767923,"[{""adm1_code"":2272,""adm1_name"":""Balochistan""},{""adm1_code"":2273,""adm1_name"":""Federally Administered Tribal Areas""},{""adm1_code"":2275,""adm1_name"":""North-West Frontier""},{""adm1_code"":2276,""adm1_name"":""Punjab""},{""adm1_code"":40408,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40409,""adm1_name"":""Administrative unit not available""}]",2017-04-26,2023-09-25,,
2016-0554-IND,nat-hyd-flo-flo,,IND,India,Southern Asia,Asia,"Jorhat, Golaghat (Assam State)",26.7509207,94.2036696,No,No,No,,,2016,7,17,2016,7,19,,,,,,,,,78.767923,"[{""adm2_code"":17582,""adm2_name"":""Golaghat""},{""adm2_code"":70089,""adm2_name"":""Jorhat""}]",2017-04-26,2023-09-25,,
2016-0554-PAK,nat-hyd-flo-flo,,PAK,Pakistan,Southern Asia,Asia,"Karachi, Hyderabad, Tando Allahyar, Mirpur Khas (Sindh), Balochistan state",25.4570396,68.7214593,No,No,No,,,2016,8,6,2016,8,7,2900,2960,,,,,,,78.767923,"[{""adm1_code"":2272,""adm1_name"":""Balochistan""},{""adm2_code"":23683,""adm2_name"":""Hyderabad District""},{""adm2_code"":40392,""adm2_name"":""Karachi Central District""},{""adm2_code"":40393,""adm2_name"":""Karachi East District""},{""adm2_code"":40394,""adm2_name"":""Karachi South District""},{""adm2_code"":40395,""adm2_name"":""Karachi West District""},{""adm2_code"":40399,""adm2_name"":""Mirpur Khas District""}]",2017-04-26,2023-09-25,,
2016-0555-PER,tec-tra-air-air,,PER,Peru,Latin America and the Caribbean,Americas,Pastaza,-1.4882265,-78.0031057,No,No,No,,,2016,3,15,2016,3,15,,,,,,,,,78.767923,,2017-04-26,2023-09-25,,
2016-0556-PAK,tec-tra-air-air,PIA ATR 42-500,PAK,Pakistan,Southern Asia,Asia,Havelian,34.0434636,73.1408613,No,No,No,,,2016,12,7,2016,12,7,,,,,,,,,78.767923,,2017-04-26,2023-09-25,,
2016-0557-NGA,tec-mis-col-col,Church,NGA,Nigeria,Sub-Saharan Africa,Africa,"Uyo, Akawa Ibom",5.0377396,7.9127945,No,No,No,,,2016,12,10,2016,12,10,,200,,,,,,,78.767923,,2017-04-26,2023-09-25,,
2016-0558-PHL,tec-mis-fir-fir,Shanty town,PHL,Philippines,South-eastern Asia,Asia,Manila,14.5995124,120.9842195,No,No,No,,,2016,1,1,2016,1,1,,3000,,,,,,,78.767923,,2017-04-28,2023-09-25,,
2016-0559-PAK,tec-ind-gas-gas,Ice factory,PAK,Pakistan,Southern Asia,Asia,Lahore,31.5203696,74.3587473,No,No,No,,,2016,1,5,2016,1,5,,150,,,,,,,78.767923,,2017-04-28,2023-09-25,,
2016-0560-RUS,tec-mis-exp-exp,Apartment block,RUS,Russian Federation,Eastern Europe,Europe,Yaroslovl,57.6260744,39.8844708,No,No,No,,,2016,2,16,2016,2,16,,,,,,,,,78.767923,,2017-04-28,2023-09-25,,
2016-0561-PHL,tec-mis-fir-fir,Residential area,PHL,Philippines,South-eastern Asia,Asia,Isabela city,6.7029445,121.969,No,No,No,,,2016,6,18,2016,6,18,,2000,,,,,,,78.767923,,2017-04-28,2023-09-25,,
2016-0562-PHL,tec-mis-fir-fir,Residential area,PHL,Philippines,South-eastern Asia,Asia,Zamboanga city,6.9214424,122.0790267,No,No,No,,,2016,6,21,2016,6,21,,2000,,,,,5000,6348,78.767923,,2017-04-28,2023-09-25,,
2016-0563-PHL,tec-mis-fir-fir,Residential establishment,PHL,Philippines,South-eastern Asia,Asia,Mandaluyong city,14.5794443,121.0359174,No,No,No,,,2016,11,13,2016,11,13,,2000,,,,,,,78.767923,,2017-05-19,2023-09-25,,
2016-0564-TUR,tec-tra-wat-wat,Migrants,TUR,Türkiye,Western Asia,Asia,Near Ayvalik,39.319185,26.692387,No,No,No,,,2016,1,5,2016,1,5,,,,,,,,,78.767923,,2017-05-19,2023-09-25,,
2016-0565-SOM,tec-tra-wat-wat,Migrants,SOM,Somalia,Sub-Saharan Africa,Africa,Near Sanag,10.3938218,47.7637565,No,No,No,,,2016,1,8,2016,1,8,,,,,,,,,78.767923,,2017-05-19,2023-09-25,,
2016-0566-TUR,tec-tra-wat-wat,Migrants,TUR,Türkiye,Western Asia,Asia,Ayvacik,39.603753,26.401857,No,No,No,,,2016,1,30,2016,1,30,,,,,,,,,78.767923,,2017-05-19,2023-09-25,,
2016-0569-THA,tec-tra-wat-wat,,THA,Thailand,South-eastern Asia,Asia,Ayutthaya,14.3692325,100.5876634,No,No,No,,,2016,9,18,2016,9,18,,33,,,,,,,78.767923,,2017-05-19,2023-09-25,,
2016-0570-CHN,tec-ind-exp-exp,Coal mine,CHN,China,Eastern Asia,Asia,Chifeng (Inner Mongolia),42.2585999,118.88894,No,No,No,,,2016,12,3,2016,12,3,,,,,,,,,78.767923,,2017-05-23,2023-09-25,,
2016-0571-IND,tec-ind-ind-ind,Coal mine,IND,India,Southern Asia,Asia,Godda district (Jharkhand),24.7850676,87.3016132,No,No,No,,,2016,12,29,2016,12,29,,,,,,,,,78.767923,,2017-05-23,2023-09-25,,
2016-0572-ETH,tec-mis-mis-mis,Stampede,ETH,Ethiopia,Sub-Saharan Africa,Africa,Bishoftu,8.7346496,39.0085346,No,No,No,,,2016,10,1,2016,10,2,,,,,,,,,78.767923,,2017-05-24,2023-09-25,,
2016-0574-KEN,tec-mis-col-col,,KEN,Kenya,Sub-Saharan Africa,Africa,Nairobi,-1.2920659,36.8219462,No,No,No,,,2016,4,,2016,4,,,,,,,,,,78.767923,,2017-06-15,2023-09-25,,
2016-0576-NGA,nat-bio-epi-vir,Lassa fever,NGA,Nigeria,Sub-Saharan Africa,Africa,"Ondo, Edo, Lagos, Plateau, Bauchi, Ogun, Ebonyi, Taraba, Nasarawa, Rivers, Kaduna, Gombe, Cross-River, Borno, Kano, Kogi, Enugu, Anambra, Lagos, Kwara ",6.5243793,3.3792057,No,No,No,,,2016,12,4,2017,11,10,,914,,,,,,,78.767923,,2017-11-23,2023-09-25,,
2016-0578-BEN,tec-mis-exp-exp,Landfill,BEN,Benin,Sub-Saharan Africa,Africa,Tori-Bossito commune,6.5017792,2.14748,Yes,No,No,,,2016,9,8,2016,9,8,,100,,,,,,,78.767923,,2021-08-04,2023-09-25,,
2016-9065-SSD,nat-cli-dro-dro,,SSD,South Sudan,Sub-Saharan Africa,Africa,"Western Bahr El Ghazal, Northern Bahr El Ghazal, Warab, Unity, Upper Nile, Jonglei, El Buheyrat, Western Equatoria, Central Equatoria, Eastern Equatoria provinces",8.0906312,28.639883,No,No,No,,,2016,2,,2016,11,,3600000,3600000,,,,,,,78.767923,"[{""adm1_code"":2746,""adm1_name"":""El Buheyrat""},{""adm1_code"":2747,""adm1_name"":""Unity""},{""adm1_code"":2748,""adm1_name"":""Central Equatoria""},{""adm1_code"":2750,""adm1_name"":""Eastern Equatoria""},{""adm1_code"":2751,""adm1_name"":""Jonglei""},{""adm1_code"":2754,""adm1_name"":""Northern Bahr El Ghazal""},{""adm1_code"":2765,""adm1_name"":""Warab""},{""adm1_code"":2766,""adm1_name"":""Western Bahr El Ghazal""},{""adm1_code"":2768,""adm1_name"":""Western Equatoria""},{""adm1_code"":37021,""adm1_name"":""Upper Nile""}]",2016-03-15,2023-09-25,,
2016-9122-MOZ,nat-cli-dro-dro,,MOZ,Mozambique,Sub-Saharan Africa,Africa,"Magude, Manhiça districts (Maputo province), Massingir, Chibuto, Mabalane districts (Gaza province), Funhaloro, Panda, Govuro districts (Inhambane province), Sofala, Tete",-21.330157,34.597132,Yes,No,No,,,2016,1,,2017,1,,2300000,2300000,,,,,,,78.767923,"[{""adm1_code"":2120,""adm1_name"":""Sofala""},{""adm1_code"":2121,""adm1_name"":""Tete""},{""adm2_code"":21850,""adm2_name"":""Chibuto""},{""adm2_code"":21855,""adm2_name"":""Mabalane""},{""adm2_code"":21858,""adm2_name"":""Massingir""},{""adm2_code"":21860,""adm2_name"":""Funhalouro""},{""adm2_code"":21861,""adm2_name"":""Govuro""},{""adm2_code"":21869,""adm2_name"":""Panda""},{""adm2_code"":21883,""adm2_name"":""Magude""},{""adm2_code"":41375,""adm2_name"":""Manhica""}]",2016-04-29,2023-09-25,,
2016-9225-KHM,nat-cli-dro-dro,,KHM,Cambodia,South-eastern Asia,Asia,"Banteay Meanchey, Battambang, Pursat, Kampong Speu provinces",11.6155109,104.3791912,No,No,No,,,2016,5,,2016,5,,2500000,2500000,,,,,,,78.767923,"[{""adm1_code"":791,""adm1_name"":""Banteay Meanchey""},{""adm1_code"":792,""adm1_name"":""Battambang""},{""adm1_code"":795,""adm1_name"":""Kampong Speu""},{""adm1_code"":809,""adm1_name"":""Pursat""}]",2016-07-07,2023-09-25,,
2016-9249-PRY,nat-cli-dro-dro,,PRY,Paraguay,Latin America and the Caribbean,Americas,"Alto Paraguay, Boqueron, Presidente Hayes provinces (Chaco region)",-23.3512605,-58.7373634,No,No,No,,,2016,7,,2016,8,,,,,,,,,,78.767923,"[{""adm1_code"":2311,""adm1_name"":""Alto Paraguay""},{""adm1_code"":2314,""adm1_name"":""Boqueron""},{""adm1_code"":2326,""adm1_name"":""Presidente Hayes""}]",2016-08-01,2023-09-25,,
2016-9435-BOL,nat-cli-dro-dro,,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,"Oruro, Cochabamba, Beni provinces",-17.9716723,-67.0931378,No,No,Yes,,,2016,3,,2016,12,,665000,665000,,,,,450000,571299,78.767923,"[{""adm1_code"":40443,""adm1_name"":""Beni""},{""adm1_code"":40445,""adm1_name"":""Cochabamba""},{""adm1_code"":40447,""adm1_name"":""Oruro""}]",2016-11-23,2023-09-25,,
2016-9529-LKA,nat-cli-dro-dro,,LKA,Sri Lanka,Southern Asia,Asia,Batticaloa District (Eastern province),7.8292781,81.4718387,No,No,No,,,2016,10,,2017,5,,900000,900000,,,,,20000,25391,78.767923,,2017-01-23,2023-09-25,,
2017-0001-IDN,tec-tra-wat-wat,,IDN,Indonesia,South-eastern Asia,Asia,Near Jakarta,-6.1944491,106.8229198,No,No,No,,,2017,1,1,2017,1,1,194,194,,,,,,,80.44577926,,2017-01-03,2023-09-25,,
2017-0002-CHL,nat-cli-wil-for,,CHL,Chile,Latin America and the Caribbean,Americas,"Valparaiso, Santo Domingo (San Antonio), Casablanca (Valparaiso), Maule (Santa Olga), Biobio, Metropolitana, O'Higgins, Araucania",-33.6437748,-71.6249706,Yes,No,Yes,,,2017,1,15,2017,3,16,7157,13173,,,165000,205107,550000,683690,80.44577926,"[{""adm1_code"":884,""adm1_name"":""Araucania""},{""adm1_code"":887,""adm1_name"":""Biobio""},{""adm1_code"":889,""adm1_name"":""Libertador Gral. Bernardo O'Higgins""},{""adm1_code"":892,""adm1_name"":""Maule""},{""adm1_code"":893,""adm1_name"":""Metropolitana""},{""adm1_code"":149630,""adm1_name"":""Valparaiso""}]",2017-01-03,2023-09-25,,
