DisNo.,Classification Key,Event Name,ISO,Country,Subregion,Region,Location,Latitude,Longitude,OFDA/BHA Response,Appeal,Declaration,Magnitude,Magnitude Scale,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
StringFilter,StringFilter,StringFilter,StringFilter,StringFilter,CSVFilter,CategoryFilter,MapsTooltip - Hidden - StringFilter,MapsLat - Hidden - NoFilter,MapsLong - Hidden - NoFilter,CategoryFilter,CategoryFilter,StringFilter,StringFilter,StringFilter,StringFilter,,CSVFilter,StringFilter,StringFilter,StringFilter,StringFilter,StringFilter,CSVFilter,CSVFilter,StringFilter,StringFilter,StringFilter,StringFilter,CategoryFilter,StringFilter,StringFilter,StringFilter,CategoryFilter,
2017-0004-USA,tec-tra-rai-rai,,USA,United States of America,Northern America,Americas,"New York (Brooklyn, Atlantic Terminal station)",40.6849565,-73.977636,No,No,No,,,2017,1,4,2017,1,4,,103,,,,,,,80.44577926,"[{""adm2_code"":30528,""adm2_name"":""Kings""}]",2017-01-05,2023-09-25,,
2017-0005-KEN,tec-tra-roa-roa,,KEN,Kenya,Sub-Saharan Africa,Africa,Between Sirare and Kisumu,-0.0917016,34.7679568,No,No,No,,,2017,1,5,2017,1,5,,,,,,,,,80.44577926,,2017-01-05,2023-09-25,,
2017-0010-ALB,nat-met-ext-sev,,ALB,Albania,Southern Europe,Europe,"Peshkopi, Bulqiza, Kukes, Puka, Skhodra, Mirdita and Pogradec",42.0470758,19.8971872,No,No,No,,,2017,1,20,2017,1,20,,,,,,,,,80.44577926,"[{""adm1_code"":306,""adm1_name"":""Bulqize""},{""adm1_code"":321,""adm1_name"":""Kukes""},{""adm1_code"":329,""adm1_name"":""Mirdite""},{""adm1_code"":332,""adm1_name"":""Pogradec""},{""adm1_code"":333,""adm1_name"":""Puke""},{""adm1_code"":335,""adm1_name"":""Shkoder""},{""adm2_code"":3813,""adm2_name"":""Peshkopi""}]",2017-01-20,2023-09-25,,
2017-0010-BLR,nat-met-ext-sev,,BLR,Belarus,Eastern Europe,Europe,"Vitebsk, Minsk, Gomel, Grodno, Brest, Mogilev provinces",55.1926809,30.206359,No,No,No,,,2017,1,5,2017,1,20,50000,50539,,,,,,,80.44577926,"[{""adm1_code"":593,""adm1_name"":""Brest""},{""adm1_code"":594,""adm1_name"":""Gomel""},{""adm1_code"":595,""adm1_name"":""Grodno""},{""adm1_code"":596,""adm1_name"":""Minsk""},{""adm1_code"":597,""adm1_name"":""Minsk City""},{""adm1_code"":598,""adm1_name"":""Mogilev""},{""adm1_code"":599,""adm1_name"":""Vitebsk""}]",2017-02-08,2023-09-25,,
2017-0010-GRC,nat-met-ext-sev,,GRC,Greece,Southern Europe,Europe,Aegean Islands,38.09556411,25.65031696,No,No,No,,,2017,1,20,2017,1,20,,,,,,,,,80.44577926,"[{""adm1_code"":1348,""adm1_name"":""Voreio Aigaio""},{""adm1_code"":40766,""adm1_name"":""Notio Aigaio""}]",2017-01-20,2023-09-25,,
2017-0010-SRB,nat-met-ext-sev,,SRB,Serbia,Southern Europe,Europe,Belgrade,44.8125449,20.46123,No,No,No,,,2017,1,20,2017,1,20,,,,,,,,,80.44577926,"[{""adm1_code"":25373,""adm1_name"":""Grad Beograd""}]",2017-01-20,2023-09-25,,
2017-0010-UKR,nat-met-ext-sev,,UKR,Ukraine,Eastern Europe,Europe,Eastern Ukraine,48.379433,31.16558,No,No,No,,,2017,1,,2017,1,13,,,,,,,,,80.44577926,"[{""adm1_code"":3148,""adm1_name"":""Cherkas'ka""},{""adm1_code"":3149,""adm1_name"":""Chernihivs'ka""},{""adm1_code"":3150,""adm1_name"":""Chernivets'ka""},{""adm1_code"":3151,""adm1_name"":""Dnipropetrovs'ka""},{""adm1_code"":3152,""adm1_name"":""Donets'ka""},{""adm1_code"":3153,""adm1_name"":""Ivano-frankivs'ka""},{""adm1_code"":3154,""adm1_name"":""Kharkivs'ka""},{""adm1_code"":3155,""adm1_name"":""Khersons'ka""},{""adm1_code"":3156,""adm1_name"":""Khmel'nyts'ka""},{""adm1_code"":3157,""adm1_name"":""Kirovohrads'ka""},{""adm1_code"":3158,""adm1_name"":""Krym""},{""adm1_code"":3159,""adm1_name"":""Kyyivs'ka""},{""adm1_code"":3160,""adm1_name"":""L'vivs'ka""},{""adm1_code"":3161,""adm1_name"":""Luhans'ka""},{""adm1_code"":3162,""adm1_name"":""Mykolayivs'ka""},{""adm1_code"":3163,""adm1_name"":""Odes'ka""},{""adm1_code"":3164,""adm1_name"":""Poltavs'ka""},{""adm1_code"":3165,""adm1_name"":""Rivnens'ka""},{""adm1_code"":3166,""adm1_name"":""Sums'ka""},{""adm1_code"":3167,""adm1_name"":""Ternopil's'ka""},{""adm1_code"":3168,""adm1_name"":""Vinnyts'ka""},{""adm1_code"":3169,""adm1_name"":""Volyns'ka""},{""adm1_code"":3170,""adm1_name"":""Zakarpats'ka""},{""adm1_code"":3171,""adm1_name"":""Zaporiz'ka""},{""adm1_code"":3172,""adm1_name"":""Zhytomyrs'ka""}]",2017-01-13,2023-09-25,,
2017-0011-KGZ,tec-tra-air-air,Boeing-747,KGZ,Kyrgyzstan,Central Asia,Asia,"Biskek, Datcha-Souou, près de l'aéroport de Manas",43.0542118,74.4694938,No,No,No,,,2017,1,16,2017,1,16,,,,,,,,,80.44577926,,2017-01-16,2023-09-25,,
2017-0012-IND,tec-tra-wat-wat,,IND,India,Southern Asia,Asia,Near Patna (Bihar),25.5940947,85.1375645,No,No,No,,,2017,1,14,2017,1,14,,,,,,,,,80.44577926,,2017-01-16,2023-09-25,,
2017-0013-ECU,tec-tra-roa-roa,,ECU,Ecuador,Latin America and the Caribbean,Americas,Between Yaguachi and Milagro,-2.0983597,-79.6923047,No,No,No,,,2017,1,14,2017,1,14,,17,,,,,,,80.44577926,,2017-01-16,2023-09-25,,
2017-0015-ITA,nat-geo-ear-gro,,ITA,Italy,Southern Europe,Europe,"Avezzano, Campotosto, Montereale, Capitignano, Ortolano di Campoposto, Mopolino (L’Aquila); Csatel Castagna, Csatigkione Messer Raimondo, Prati di Tivo (Teramao); Abruzzo (Pescara), Lazio (Rieti), Marche (Ascoli Piceno, Macerata, Fermo, Ancona) region",42.4995707,13.5596485,No,No,No,42.601,13.227,2017,1,18,2017,1,19,,11,,,6000,7458,18000,22375,80.44577926,"[{""adm1_code"":1633,""adm1_name"":""Umbria""},{""adm2_code"":18318,""adm2_name"":""L'Aquila""},{""adm2_code"":18319,""adm2_name"":""Pescara""},{""adm2_code"":18320,""adm2_name"":""Teramo""},{""adm2_code"":18349,""adm2_name"":""Rieti""},{""adm2_code"":18367,""adm2_name"":""Ancona""},{""adm2_code"":18368,""adm2_name"":""Ascoli Piceno""},{""adm2_code"":18369,""adm2_name"":""Macerata""}]",2017-01-20,2023-09-25,,
2017-0016-IRN,tec-mis-fir-fir,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,Teheran,35.7218583,51.3346954,No,No,No,,,2017,1,19,2017,1,19,,180,,,,,,,80.44577926,,2017-01-20,2023-09-25,,
2017-0017-IND,tec-tra-roa-roa,,IND,India,Southern Asia,Asia,Uttar Pradesh,27.5705886,80.0981869,No,No,No,,,2017,1,20,2017,1,20,,39,,,,,,,80.44577926,,2017-01-20,2023-09-25,,
2017-0018-LBY,tec-tra-wat-wat,Migrants,LBY,Libya,Northern Africa,Africa,,,,No,No,No,,,2017,1,14,2017,1,14,,,,,,,,,80.44577926,,2017-01-20,2023-09-25,,
2017-0023-IND,tec-tra-rai-rai,,IND,India,Southern Asia,Asia,"Kuneru, Vizianagram district (Andhra Pradesh)",18.9677927,83.4350062,No,No,No,,,2017,1,21,2017,1,21,,68,,,,,,,80.44577926,,2017-01-23,2023-09-25,,
2017-0024-ITA,tec-tra-roa-roa,,ITA,Italy,Southern Europe,Europe,San Martino Buon Albergo (near Vérone),45.4228242,11.0929428,No,No,No,,,2017,1,21,2017,1,21,,13,,,,,,,80.44577926,,2017-01-23,2023-09-25,,
2017-0025-PAK,nat-hyd-mmw-ava,,PAK,Pakistan,Southern Asia,Asia,"Tehsil Garam Chashma, Shershal UC Karimabad village, Arandu (Chitral), Dera Ismail Khan (Khyber Pakhtunkhwa province), Bazaar Zakhakhel, Badi Samoor area of Khar (Bajaur) (Federally Administered Tribal Areas of Pakistan), between Chagai and Nushki (Balochistan)",34.7187833,71.5011731,No,No,No,,,2017,2,4,2017,2,4,110,113,,,,,,,80.44577926,"[{""adm2_code"":23614,""adm2_name"":""Chagai District""},{""adm2_code"":23631,""adm2_name"":""Bajaur Agency""},{""adm2_code"":23642,""adm2_name"":""D. I. Khan District""},{""adm2_code"":40334,""adm2_name"":""Chitral District""}]",2017-02-06,2023-09-25,,
2017-0026-AFG,nat-hyd-mmw-ava,,AFG,Afghanistan,Southern Asia,Asia,"Afsay Village - Barg-e-Matal district (Nuristan province), Nuristan",35.766667,71.333333,No,No,No,,,2017,2,5,2017,2,5,,363,,,,,,,80.44577926,,2017-02-06,2023-09-25,,
2017-0027-AFG,nat-hyd-mmw-ava,,AFG,Afghanistan,Southern Asia,Asia,Dawaz Bala (Badakhshan province),36.7347725,70.8119953,No,No,No,,,2017,2,5,2017,2,5,,,,,,,,,80.44577926,,2017-02-06,2023-09-25,,
2017-0028-PHL,nat-hyd-flo-flo,,PHL,Philippines,South-eastern Asia,Asia,"Western Visayas, Central Visayas, Eastern Visayas, Zamboanga (Samboanga del Norte), Northern Mindanao (Bukidnon, Camiguin, Misamis Occidental, Misamis oriental, Lanao del Norte) Davao (Compostela, Davao del Norte, Davao del Sur, Davao Oriental), Caragan (Agusan del Norte, Agusan del Sur, Surigao del Norte), Autonomous region of Muslim Mindanao (Lanao del Sur, Maguindanao), Soccskargen (Saranggani)",7.5617699,125.6532848,No,No,No,,,2017,1,16,2017,1,31,1500000,1500000,,,,,8100,10069,80.44577926,"[{""adm1_code"":2362,""adm1_name"":""Region VI (Western Visayas)""},{""adm1_code"":2363,""adm1_name"":""Region VII (Central Visayas)""},{""adm1_code"":2364,""adm1_name"":""Region VIII (Eastern Visayas)""},{""adm2_code"":24275,""adm2_name"":""Agusan Del Norte""},{""adm2_code"":24276,""adm2_name"":""Agusan Del Sur""},{""adm2_code"":67169,""adm2_name"":""Surigao Del Norte""},{""adm2_code"":24200,""adm2_name"":""Lanao Del Sur""},{""adm2_code"":67174,""adm2_name"":""Maguindanao""},{""adm2_code"":24238,""adm2_name"":""Zamboanga Del Norte""},{""adm2_code"":24262,""adm2_name"":""Bukidnon""},{""adm2_code"":24263,""adm2_name"":""Camiguin""},{""adm2_code"":24264,""adm2_name"":""Misamis Occidental""},{""adm2_code"":24265,""adm2_name"":""Misamis Oriental""},{""adm2_code"":24272,""adm2_name"":""Lanao Del Norte""},{""adm2_code"":24266,""adm2_name"":""Compostela""},{""adm2_code"":24267,""adm2_name"":""Davao del Norte""},{""adm2_code"":24268,""adm2_name"":""Davao Del Sur""},{""adm2_code"":24269,""adm2_name"":""Davao Oriental""},{""adm2_code"":24270,""adm2_name"":""Saranggani""}]",2017-02-06,2023-09-25,,
2017-0031-ARG,nat-hyd-mmw-lan,,ARG,Argentina,Latin America and the Caribbean,Americas,"Jujuy Province; Volcán, Bárcenas, Purmamarca (Tumbaya department); León (Dr Manuel Belgrano), Santa Barbara, San Martín (Ledesma), Tumbaya, Humahuaca",-23.8577193,-65.4675856,No,No,No,,,2017,1,10,2017,1,10,2666,2666,,,,,,,80.44577926,"[{""adm2_code"":4645,""adm2_name"":""Dr. Manuel Belgrano""},{""adm2_code"":4648,""adm2_name"":""Humahuaca""},{""adm2_code"":4649,""adm2_name"":""Ledesma""},{""adm2_code"":4654,""adm2_name"":""Santa Barbara""},{""adm2_code"":4658,""adm2_name"":""Tumbaya""}]",2017-02-08,2023-09-25,,
2017-0033-DZA,nat-met-ext-col,,DZA,Algeria,Northern Africa,Africa,"Eastern, Central, high plateau regions. Municipalities of Batna, Biskra, Tizi-Ouzou, Sétif, Souk-Ahras, Laghouat, Jijel, Constantine, Médéa, Djelfa, Tissemsilt, Khenchla, Mila, Oum el Bouaghi, Tébéssa, Bouira, Bordj Bou Arreridj, El Taref, El Bayad, Bejaia, Saida and Gueulma.",36.4519049,6.2584338,No,No,No,,,2017,1,16,2017,1,20,125000,125000,,,,,,,80.44577926,"[{""adm1_code"":346,""adm1_name"":""Batna""},{""adm1_code"":348,""adm1_name"":""Bejaia""},{""adm1_code"":349,""adm1_name"":""Biskra""},{""adm1_code"":351,""adm1_name"":""Bordj Bou Arrer""},{""adm1_code"":352,""adm1_name"":""Bouira""},{""adm1_code"":355,""adm1_name"":""Constantine""},{""adm1_code"":356,""adm1_name"":""Djelfa""},{""adm1_code"":357,""adm1_name"":""El Bayadh""},{""adm1_code"":359,""adm1_name"":""El-Tarf""},{""adm1_code"":361,""adm1_name"":""Guelma""},{""adm1_code"":363,""adm1_name"":""Jijel""},{""adm1_code"":364,""adm1_name"":""Khenchela""},{""adm1_code"":365,""adm1_name"":""Laghouat""},{""adm1_code"":367,""adm1_name"":""Medea""},{""adm1_code"":368,""adm1_name"":""Mila""},{""adm1_code"":374,""adm1_name"":""Oum El Bouaghi""},{""adm1_code"":376,""adm1_name"":""Saida""},{""adm1_code"":377,""adm1_name"":""Setif""},{""adm1_code"":380,""adm1_name"":""Souk-Ahras""},{""adm1_code"":382,""adm1_name"":""Tebessa""},{""adm1_code"":386,""adm1_name"":""Tissemsilt""},{""adm1_code"":387,""adm1_name"":""Tizi Ouzou""}]",2017-02-08,2023-09-25,,
2017-0035-MDG,tec-tra-roa-roa,,MDG,Madagascar,Sub-Saharan Africa,Africa,Anjozorobe district,-18.2619059,47.6849007,No,No,No,,,2017,1,28,2017,1,28,,22,,,,,,,80.44577926,,2017-02-08,2023-09-25,,
2017-0036-PER,nat-hyd-flo-flo,,PER,Peru,Latin America and the Caribbean,Americas,"Arequipa, Camana, Caraveli, Castile, Caylloma, Condesuyos, Islay, La Union (Arequipa). Huancavelica, Acobamba, Angaraes, Castrovirreyna, Huaytara, Tayacaja (Huancavelica), Ica, Nasca, Palpa, Pisco (Ica), Canete, Canta, Huarochirir, Lima, Oyon, Yauyos (Lima)",-15.7734675,-73.3671412,No,No,Yes,,,2017,1,14,2017,2,1,376000,376000,,,,,100000,124307,80.44577926,"[{""adm2_code"":24039,""adm2_name"":""Arequipa""},{""adm2_code"":24040,""adm2_name"":""Camaná""},{""adm2_code"":24041,""adm2_name"":""Caravelí""},{""adm2_code"":24042,""adm2_name"":""Castilla""},{""adm2_code"":24043,""adm2_name"":""Caylloma""},{""adm2_code"":24044,""adm2_name"":""Condesuyos""},{""adm2_code"":24045,""adm2_name"":""Islay""},{""adm2_code"":24046,""adm2_name"":""La Unión""},{""adm2_code"":24085,""adm2_name"":""Acobamba""},{""adm2_code"":24086,""adm2_name"":""Angaraes""},{""adm2_code"":24087,""adm2_name"":""Castrovirreyna""},{""adm2_code"":24089,""adm2_name"":""Huancavelica""},{""adm2_code"":24090,""adm2_name"":""Huaytara""},{""adm2_code"":91839,""adm2_name"":""Tayacaja""},{""adm2_code"":24104,""adm2_name"":""Ica""},{""adm2_code"":24105,""adm2_name"":""Nazca""},{""adm2_code"":24106,""adm2_name"":""Palpa""},{""adm2_code"":24107,""adm2_name"":""Pisco""},{""adm2_code"":24134,""adm2_name"":""Cañete""},{""adm2_code"":24135,""adm2_name"":""Canta""},{""adm2_code"":24137,""adm2_name"":""Huarochiri""},{""adm2_code"":24140,""adm2_name"":""Oyon""},{""adm2_code"":24141,""adm2_name"":""Yauyos""},{""adm2_code"":91841,""adm2_name"":""Lima""}]",2017-02-08,2023-09-25,,
2017-0037-SEN,tec-tra-roa-roa,,SEN,Senegal,Sub-Saharan Africa,Africa,Malem Hodar,14.08844,-15.29466,No,No,No,,,2017,1,26,2017,1,26,,23,,,,,,,80.44577926,,2017-02-08,2023-09-25,,
2017-0039-USA,nat-met-sto-bli,,USA,United States of America,Northern America,Americas,"California, Nevada, Idaho, Colorado, Utah, Oregon states",40.7606608,-111.8939487,No,No,No,,,2017,1,6,2017,1,13,,,,,200000,248615,400000,497229,80.44577926,"[{""adm1_code"":3218,""adm1_name"":""California""},{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3226,""adm1_name"":""Idaho""},{""adm1_code"":3242,""adm1_name"":""Nevada""},{""adm1_code"":3251,""adm1_name"":""Oregon""},{""adm1_code"":3258,""adm1_name"":""Utah""}]",2017-02-09,2023-09-25,,
2017-0044-CHN,nat-hyd-mmw-lan,,CHN,China,Eastern Asia,Asia,Nanzhang county (Hubei province),31.7747099,111.83902,No,No,No,,,2017,1,20,2017,1,20,,,,,,,,,80.44577926,"[{""adm2_code"":13121,""adm2_name"":""Xiangfan""}]",2017-02-09,2023-09-25,,
2017-0045-PAK,nat-hyd-flo-flo,,PAK,Pakistan,Southern Asia,Asia,"Turbat (Kech); Gwadar, Panjgur, Pishin, Ziarat, Qila Abdullah districts (Balochistan province)",25.1313229,62.3249865,No,No,No,,,2017,1,17,2017,1,22,60000,60650,,,,,,,80.44577926,"[{""adm2_code"":23616,""adm2_name"":""Gwadar District""},{""adm2_code"":23625,""adm2_name"":""Panjgur District""},{""adm2_code"":40298,""adm2_name"":""Kech District""},{""adm2_code"":40301,""adm2_name"":""Killa Abdullah District""},{""adm2_code"":40310,""adm2_name"":""Pishin District""},{""adm2_code"":40314,""adm2_name"":""Ziarat District""}]",2017-02-09,2023-09-25,,
2017-0046-IND,nat-hyd-mmw-ava,,IND,India,Southern Asia,Asia,"Sonamanrg (Ganderbal district), Gurez Valleys (Jammu and Kashmir state)",34.3031616,75.293111,No,No,No,,,2017,1,25,2017,1,26,,,,,,,,,80.44577926,"[{""adm1_code"":40424,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40431,""adm1_name"":""Administrative unit not available""}]",2017-02-09,2023-09-25,,
2017-0051-MOZ,nat-met-sto-tro,Cyclone 'Dineo',MOZ,Mozambique,Sub-Saharan Africa,Africa,"Vilankulo, Massinga, Maxixe, Jangamo, Morrumbene Inhambane City, Funhalouro, Homoine, Jangamo, Inharrime, Panda, Zavala (Inhambane province); Chibuto, Guja, Chokwe districts (Gaza province)",-24.6102666,32.9437667,Yes,No,No,,,2017,2,15,2017,2,15,750000,750102,,,,,17000,21132,80.44577926,"[{""adm2_code"":21850,""adm2_name"":""Chibuto""},{""adm2_code"":21853,""adm2_name"":""Chokwe""},{""adm2_code"":21854,""adm2_name"":""Guija""},{""adm2_code"":21860,""adm2_name"":""Funhalouro""},{""adm2_code"":21862,""adm2_name"":""Homoine""},{""adm2_code"":21863,""adm2_name"":""Inharrime""},{""adm2_code"":21865,""adm2_name"":""Jangamo""},{""adm2_code"":21867,""adm2_name"":""Massinga""},{""adm2_code"":21868,""adm2_name"":""Morrumbene""},{""adm2_code"":21869,""adm2_name"":""Panda""},{""adm2_code"":21870,""adm2_name"":""Vilankulo""},{""adm2_code"":21871,""adm2_name"":""Zavala""},{""adm2_code"":65249,""adm2_name"":""Cidade de Inhambane""},{""adm2_code"":65250,""adm2_name"":""Maxixe""}]",2017-03-01,2024-04-09,,
2017-0052-PER,nat-hyd-flo-flo,,PER,Peru,Latin America and the Caribbean,Americas,"Lambayeque, Morrope, Tucume, Illimo, Pacora, Jayanca, Olmos, Motupe, Salas, Cayalti, San Jose, Mochumi districts (Lambayeque province); Chiclayo, Ortiz, La Victoria, Pimentel, Monsefu, Santa Rosa, Puerto Eten, Lagunas, Chongoyape, Patapo, Pomalca, Cayalti, Zana, Eten, Tuman, Picsi, Pucala, Reque, José Leonardo Orti districts (Chiclayo province); Ferrenafe province",-6.9263501,-79.8646835,No,No,Yes,-5.251,-77.573,2017,2,1,2017,2,7,12000,12000,,,,,,,80.44577926,"[{""adm2_code"":24129,""adm2_name"":""Chiclayo""},{""adm2_code"":24130,""adm2_name"":""Ferreñafe""},{""adm2_code"":24131,""adm2_name"":""Lambayeque""}]",2017-03-01,2023-09-25,,
2017-0053-GIN,nat-bio-epi-vir,Measles,GIN,Guinea,Sub-Saharan Africa,Africa,"Nzérékoré, Gueckedou, Matoto, Ratoma, Fria, Dubreka, Kindia, Coyah, Kaloum, Dixinn, Forécariah, Matam",9.551111,-13.239722,No,No,No,,,2017,1,,2017,3,,,122,,,,,,,80.44577926,,2017-03-01,2023-09-25,,
2017-0055-CHL,nat-hyd-flo-flo,,CHL,Chile,Latin America and the Caribbean,Americas,"Santiago, Valparaiso, O'Higgins, Antofagasta, Coquimbo",-29.9591432,-71.3390925,No,No,No,-30.939,-70.249,2017,2,24,2017,3,3,1200,1200,,,,,2000,2486,80.44577926,"[{""adm1_code"":883,""adm1_name"":""Antofagasta""},{""adm1_code"":888,""adm1_name"":""Coquimbo""},{""adm1_code"":889,""adm1_name"":""Libertador Gral. Bernardo O'Higgins""},{""adm1_code"":149630,""adm1_name"":""Valparaiso""},{""adm2_code"":12971,""adm2_name"":""Santiago""}]",2017-03-02,2023-09-25,,
2017-0059-IDN,nat-hyd-flo-flo,,IDN,Indonesia,South-eastern Asia,Asia,"Jakarta (Bekasi, Jakarta)",-6.2382699,106.9755726,No,No,No,-7.029,107.162,2017,2,21,2017,2,21,400,400,,,,,,,80.44577926,"[{""adm1_code"":1516,""adm1_name"":""Dki Jakarta""}]",2017-03-02,2023-09-25,,
2017-0065-PHL,tec-mis-fir-fir,Slum,PHL,Philippines,South-eastern Asia,Asia,Manilla,14.5995124,120.9842195,No,No,No,,,2017,2,7,2017,2,8,,15007,,,,,,,80.44577926,,2017-03-03,2023-09-25,,
2017-0066-MOZ,tec-tra-wat-wat,,MOZ,Mozambique,Sub-Saharan Africa,Africa,Quelimane (Zambizia),-17.8502636,36.9218584,No,No,No,,,2017,2,11,2017,2,11,4,4,,,,,,,80.44577926,,2017-03-03,2023-09-25,,
2017-0067-TWN,tec-tra-roa-roa,,TWN,Taiwan (Province of China),Eastern Asia,Asia,Taichung region,24.1629765,120.6746104,No,No,No,,,2017,2,13,2017,2,13,,13,,,,,,,80.44577926,,2017-03-03,2023-09-25,,
2017-0068-IDN,nat-hyd-mmw-lan,,IDN,Indonesia,South-eastern Asia,Asia,"Kintamani district (Bali); Java, Lombok, and Sumbawa.",-8.259093,115.3374441,No,No,No,,,2017,2,9,2017,2,12,50500,50500,,,,,2000,2486,80.44577926,"[{""adm1_code"":1513,""adm1_name"":""Bali""},{""adm1_code"":1515,""adm1_name"":""Daerah Istimewa Yogyakarta""},{""adm1_code"":1516,""adm1_name"":""Dki Jakarta""},{""adm1_code"":1520,""adm1_name"":""Jawa Tengah""},{""adm1_code"":1521,""adm1_name"":""Jawa Timur""},{""adm1_code"":1528,""adm1_name"":""Nusatenggara Barat""},{""adm1_code"":73610,""adm1_name"":""Banten""},{""adm1_code"":73613,""adm1_name"":""Jawa Barat""}]",2017-03-03,2023-09-25,,
2017-0070-USA,nat-met-sto-tor,,USA,United States of America,Northern America,Americas,"Illinois, Missouri, Indiana, Arkansas, Kentucky, Tennessee, Ohio , Georgia, Iowa, North Carolina, Virginia, Alabama, South Carolina, West Virginia, Michigan states",39.4803621,-80.2734176,No,No,No,,,2017,2,27,2017,3,2,600,612,,,1400000,1740303,1900000,2361839,80.44577926,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm1_code"":3262,""adm1_name"":""West Virginia""}]",2017-03-16,2023-09-25,,
2017-0072-AUS,nat-cli-wil-wil,Sir Ivan fire,AUS,Australia,Australia and New Zealand,Oceania,"New South Wales states (Dunedoo, Uarbry, Pappinbarra, Dondingalong, Kempsey, Boggabri, Narrabri, Mudgee)",-31.1122866,152.73095,No,No,No,,,2017,2,9,2017,2,13,27,143,,,15000,18646,20000,24861,80.44577926,"[{""adm2_code"":5016,""adm2_name"":""Port Macquarie-Hastings (A)""},{""adm2_code"":5028,""adm2_name"":""Kempsey (A)""},{""adm2_code"":5056,""adm2_name"":""Narrabri (A)""},{""adm2_code"":154632,""adm2_name"":""Mid-Western Regional (A)""},{""adm2_code"":154642,""adm2_name"":""Warrumbungle Shire (A)""}]",2017-03-16,2023-09-25,,
2017-0075-MDG,nat-met-sto-tro,Cyclone 'Enawo',MDG,Madagascar,Sub-Saharan Africa,Africa,"Antalaha district (Sava province), Analanjirofo, Alaotra Mangoro, Atsinanana, Analamanga, Vakinankaratra, Bongolava, Itasy, Ihorombe, Amoron I Mania, Haute Matsiatra, Vatovavy Fitovinany provinces",-21.5407962,46.670534,Yes,No,Yes,,,2017,3,7,2017,3,10,434000,434253,,,,,20000,24861,80.44577926,"[{""adm1_code"":41750,""adm1_name"":""Alaotra Mangoro""},{""adm1_code"":41751,""adm1_name"":""Amoron I Mania""},{""adm1_code"":41752,""adm1_name"":""Analamanga""},{""adm1_code"":41753,""adm1_name"":""Analanjirofo""},{""adm1_code"":41758,""adm1_name"":""Atsinanana""},{""adm1_code"":41761,""adm1_name"":""Bongolava""},{""adm1_code"":41763,""adm1_name"":""Haute Matsiatra""},{""adm1_code"":41764,""adm1_name"":""Ihorombe""},{""adm1_code"":41765,""adm1_name"":""Itasy""},{""adm1_code"":41768,""adm1_name"":""Sava""},{""adm1_code"":41770,""adm1_name"":""Vakinankaratra""},{""adm1_code"":41771,""adm1_name"":""Vatovavy Fitovinany""}]",2017-03-16,2023-09-25,,
2017-0076-CHN,tec-ind-ind-ind,Fall of a lift,CHN,China,Eastern Asia,Asia,Near Shuangyashan (Heilongjiang province),46.6465799,131.1591,No,No,No,,,2017,3,9,2017,3,9,,,,,,,,,80.44577926,,2017-03-16,2023-09-25,,
2017-0077-HTI,tec-tra-roa-roa,,HTI,Haiti,Latin America and the Caribbean,Americas,Gonaïves,19.4511496,-72.6801576,No,No,No,,,2017,3,12,2017,3,12,,,,,,,,,80.44577926,,2017-03-16,2023-09-25,,
2017-0078-GTM,tec-mis-fir-fir,Foyer pour enfants 'Hogar Seguro',GTM,Guatemala,Latin America and the Caribbean,Americas,San José Pinula,14.5447785,-90.4101619,No,No,No,,,2017,3,7,2017,3,7,,,,,,,,,80.44577926,,2017-03-16,2023-09-25,,
